lease_id,property_id,market,property_class,unit_type,unit_sqft,tenure_months,lease_start_date,current_rent,market_rent,rent_increase_offered_pct,concession_months,maintenance_requests_count,maintenance_avg_response_days,feedback_theme,feedback_sentiment,feedback_text,renewed
L00313,PR009,Tampa,B,1BR,720.0,4.7,2025-08-12,1223.0,1155.0,-5.0,0,2,0.4,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1
L00314,PR009,Tampa,B,1BR,750.0,4.8,2025-08-09,1222.0,1247.0,2.03,1,2,0.25,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00315,PR009,Tampa,B,Studio,514.0,6.6,2025-06-14,822.0,896.0,9.01,0,0,1.01,Cleanliness,positive,Property is always clean and well-maintained.,1
L00316,PR009,Tampa,B,3BR,1325.0,7.0,2025-06-03,2322.0,2577.0,10.97,2,0,2.03,Amenities,negative,Pool area feels outdated and underused.,0
L00317,PR010,Dallas,A,3BR,1333.0,1.0,2025-12-02,2267.0,2207.0,-2.65,2,0,1.35,Noise,negative,Noise from neighboring units is a constant issue.,1
L00318,PR010,Dallas,A,2BR,1097.0,5.0,2025-08-03,1909.0,1980.0,3.69,1,0,1.08,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00319,PR010,Dallas,A,2BR,1092.0,9.0,2025-04-03,1907.0,1974.0,3.51,1,0,0.67,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00320,PR010,Dallas,A,3BR,1435.0,2.6,2025-10-15,2477.0,2696.0,8.88,1,0,0.2,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00321,PR010,Dallas,A,1BR,680.0,6.1,2025-06-29,1181.0,1171.0,-0.86,0,0,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00322,PR010,Dallas,A,2BR,1086.0,7.2,2025-05-29,1573.0,1713.0,8.91,1,0,0.2,Noise,negative,Thin walls make it hard to get any quiet.,0
L00323,PR010,Dallas,A,1BR,793.0,1.0,2025-12-02,1393.0,1442.0,3.51,2,0,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00324,PR010,Dallas,A,2BR,1075.0,12.3,2024-12-25,1913.0,1884.0,-1.54,2,1,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00325,PR010,Dallas,A,1BR,714.0,30.2,2023-06-28,1335.0,1301.0,-2.54,0,0,0.52,Lighting,negative,Common area lighting could be improved.,1
L00326,PR010,Dallas,A,3BR,1309.0,2.3,2025-10-23,2315.0,2632.0,13.67,0,0,0.2,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L00327,PR010,Dallas,A,1BR,735.0,12.8,2024-12-10,1262.0,1302.0,3.2,2,0,0.43,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00328,PR010,Dallas,A,1BR,723.0,15.3,2024-09-23,1334.0,1449.0,8.68,0,0,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00329,PR010,Dallas,A,2BR,1072.0,7.6,2025-05-15,1592.0,1520.0,-4.54,0,1,0.2,Maintenance,negative,Maintenance request took 1 days to get resolved.,1
L00330,PR010,Dallas,A,1BR,807.0,16.9,2024-08-06,1352.0,1585.0,17.19,0,1,1.35,Amenities,negative,Pool area feels outdated and underused.,0
L00331,PR010,Dallas,A,2BR,1048.0,7.4,2025-05-21,1729.0,1876.0,8.47,2,0,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00332,PR010,Dallas,A,1BR,732.0,9.8,2025-03-09,1263.0,1298.0,2.72,0,0,0.84,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00333,PR010,Dallas,A,2BR,1105.0,1.0,2025-12-02,1659.0,1700.0,2.47,0,2,0.2,Maintenance,positive,Quick turnaround on my maintenance request.,0
L00334,PR010,Dallas,A,1BR,743.0,16.5,2024-08-19,1388.0,1494.0,7.67,2,0,1.03,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00335,PR011,Phoenix,B,Studio,529.0,7.1,2025-05-31,855.0,942.0,10.18,2,0,0.2,Lighting,negative,Parking lot lighting is poor at night.,0
L00336,PR011,Phoenix,B,1BR,861.0,7.9,2025-05-06,1168.0,1256.0,7.6,0,1,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00337,PR011,Phoenix,B,1BR,790.0,11.8,2025-01-08,1209.0,1175.0,-2.75,2,2,0.2,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00338,PR011,Phoenix,B,2BR,1125.0,1.0,2025-12-02,1673.0,1946.0,16.32,0,0,0.2,Safety,negative,Parking area doesn't feel very secure at night.,1
L00339,PR011,Phoenix,B,2BR,1039.0,4.2,2025-08-26,1434.0,1515.0,5.63,0,2,0.34,Noise,negative,Noise from neighboring units is a constant issue.,0
L00340,PR011,Phoenix,B,1BR,770.0,10.2,2025-02-25,1191.0,1266.0,6.3,0,1,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00341,PR011,Phoenix,B,1BR,806.0,17.9,2024-07-05,1167.0,1345.0,15.22,0,0,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00342,PR011,Phoenix,B,1BR,744.0,2.7,2025-10-12,1349.0,1521.0,12.7,0,1,2.25,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L00343,PR011,Phoenix,B,2BR,1074.0,11.1,2025-01-30,1498.0,1617.0,7.91,1,1,0.2,Maintenance,negative,Maintenance team is slow to respond to requests.,1
L00344,PR011,Phoenix,B,1BR,755.0,17.5,2024-07-17,1072.0,1159.0,8.15,2,0,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",0
L00345,PR011,Phoenix,B,1BR,725.0,8.2,2025-04-26,1167.0,1268.0,8.61,1,0,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00346,PR011,Phoenix,B,1BR,760.0,1.0,2025-12-02,1154.0,1186.0,2.8,1,0,0.2,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1
L00347,PR011,Phoenix,B,Studio,526.0,8.4,2025-04-23,846.0,892.0,5.43,0,0,0.88,Lighting,negative,Parking lot lighting is poor at night.,1
L00348,PR011,Phoenix,B,2BR,1160.0,4.9,2025-08-05,1815.0,1940.0,6.87,0,0,0.81,Safety,negative,"Front gate has been broken, security is a concern.",1
L00349,PR011,Phoenix,B,Studio,515.0,37.2,2022-11-29,761.0,786.0,3.37,0,0,0.2,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00350,PR011,Phoenix,B,2BR,1116.0,1.9,2025-11-06,1567.0,1554.0,-0.83,0,0,0.2,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00351,PR011,Phoenix,B,1BR,744.0,14.8,2024-10-09,1212.0,1244.0,2.67,0,0,1.62,Cleanliness,negative,Common areas are not kept clean.,0
L00352,PR011,Phoenix,B,1BR,774.0,1.0,2025-12-02,1093.0,1082.0,-0.94,2,1,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00353,PR011,Phoenix,B,2BR,1066.0,8.3,2025-04-25,1686.0,1759.0,4.32,1,0,0.25,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",0
L00354,PR011,Phoenix,B,3BR,1389.0,11.3,2025-01-23,2242.0,2132.0,-4.9,2,0,0.44,Cleanliness,positive,Property is always clean and well-maintained.,1
L00355,PR011,Phoenix,B,2BR,1119.0,5.0,2025-08-04,1700.0,1796.0,5.71,0,0,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",0
L00356,PR011,Phoenix,B,1BR,710.0,8.5,2025-04-18,1066.0,1022.0,-4.16,0,0,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00357,PR011,Phoenix,B,1BR,791.0,2.5,2025-10-17,1139.0,1162.0,1.98,0,0,0.2,Safety,negative,Parking area doesn't feel very secure at night.,1
L00358,PR011,Phoenix,B,2BR,1071.0,5.1,2025-07-31,1684.0,1794.0,6.52,1,0,0.94,Management Responsiveness,negative,Hard to get a response from the leasing office.,1
L00359,PR011,Phoenix,B,1BR,732.0,13.6,2024-11-14,916.0,989.0,7.96,2,1,0.2,Noise,negative,Noise from neighboring units is a constant issue.,0
L00360,PR011,Phoenix,B,1BR,723.0,5.0,2025-08-02,1154.0,1239.0,7.36,0,0,1.37,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L00361,PR011,Phoenix,B,2BR,1096.0,32.2,2023-04-29,1689.0,1784.0,5.6,2,0,0.23,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00362,PR011,Phoenix,B,2BR,1080.0,13.9,2024-11-06,1630.0,1604.0,-1.6,0,0,0.2,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00363,PR011,Phoenix,B,3BR,1375.0,8.1,2025-05-01,2134.0,2324.0,8.9,0,0,0.2,Noise,negative,Thin walls make it hard to get any quiet.,1
L00364,PR011,Phoenix,B,3BR,1376.0,1.0,2025-12-02,1932.0,1904.0,-1.48,0,0,1.33,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00365,PR011,Phoenix,B,2BR,1113.0,9.7,2025-03-13,1456.0,1594.0,9.47,1,0,0.2,Maintenance,negative,Maintenance team is slow to respond to requests.,0
L00366,PR011,Phoenix,B,Studio,592.0,20.3,2024-04-26,932.0,998.0,7.14,1,0,0.2,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0
L00367,PR011,Phoenix,B,Studio,521.0,4.3,2025-08-23,860.0,953.0,10.79,0,0,1.36,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00368,PR011,Phoenix,B,2BR,1040.0,23.0,2024-02-02,1426.0,1484.0,4.12,0,0,0.2,Maintenance,positive,Quick turnaround on my maintenance request.,0
L00369,PR011,Phoenix,B,1BR,674.0,4.1,2025-08-31,966.0,966.0,-0.09,0,0,0.21,Management Responsiveness,negative,Hard to get a response from the leasing office.,1
L00370,PR011,Phoenix,B,1BR,705.0,24.3,2023-12-25,1128.0,1100.0,-2.46,0,0,1.12,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L00371,PR012,Tampa,A,2BR,1073.0,1.0,2025-12-02,2426.0,2533.0,4.4,2,3,1.86,Cleanliness,negative,Hallways and trash areas need more attention.,1
L00372,PR012,Tampa,A,2BR,1082.0,1.2,2025-11-27,2406.0,2423.0,0.71,2,2,1.65,Amenities,positive,Amenity spaces are a great value for the rent.,0
L00373,PR012,Tampa,A,2BR,1073.0,15.6,2024-09-14,2195.0,2357.0,7.4,0,0,1.65,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L00374,PR012,Tampa,A,Studio,505.0,16.4,2024-08-22,1109.0,1161.0,4.69,1,4,0.72,Lighting,negative,Common area lighting could be improved.,1
L00375,PR012,Tampa,A,1BR,761.0,5.8,2025-07-08,1565.0,1658.0,5.99,0,0,2.04,Management Responsiveness,negative,Hard to get a response from the leasing office.,1
L00376,PR012,Tampa,A,3BR,1288.0,3.4,2025-09-20,2879.0,3025.0,5.08,0,2,1.8,Noise,negative,Noise from neighboring units is a constant issue.,0
L00377,PR012,Tampa,A,1BR,707.0,23.5,2024-01-17,1609.0,1689.0,5.03,2,2,2.17,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0
L00378,PR012,Tampa,A,Studio,538.0,3.4,2025-09-19,1120.0,1210.0,8.0,2,3,0.2,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L00379,PR012,Tampa,A,2BR,1113.0,10.9,2025-02-03,2556.0,2989.0,16.92,0,5,1.83,Cleanliness,negative,Common areas are not kept clean.,1
L00380,PR012,Tampa,A,1BR,701.0,48.3,2021-12-26,1517.0,1673.0,10.24,2,1,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00381,PR012,Tampa,A,1BR,681.0,2.2,2025-10-25,1508.0,1585.0,5.1,0,0,1.5,Cleanliness,negative,Hallways and trash areas need more attention.,0
L00382,PR012,Tampa,A,3BR,1282.0,39.6,2022-09-16,2540.0,2602.0,2.45,0,2,2.33,Cleanliness,positive,Property is always clean and well-maintained.,1
L00383,PR012,Tampa,A,2BR,1073.0,2.8,2025-10-08,2339.0,2409.0,3.0,0,1,2.72,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",0
L00384,PR012,Tampa,A,1BR,793.0,11.7,2025-01-10,1636.0,1599.0,-2.28,0,3,2.01,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00385,PR012,Tampa,A,3BR,1340.0,6.6,2025-06-14,2962.0,3179.0,7.32,0,5,2.35,Management Responsiveness,negative,Hard to get a response from the leasing office.,1
L00386,PR012,Tampa,A,2BR,1038.0,46.9,2022-02-06,2429.0,2403.0,-1.07,2,2,1.38,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00387,PR012,Tampa,A,2BR,1088.0,4.5,2025-08-18,2380.0,2431.0,2.14,0,1,1.17,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00388,PR012,Tampa,A,Studio,517.0,7.1,2025-05-29,1052.0,1129.0,7.35,0,2,4.37,Cleanliness,positive,Property is always clean and well-maintained.,1
L00389,PR012,Tampa,A,1BR,698.0,56.9,2021-04-07,1558.0,1601.0,2.81,1,1,2.5,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00390,PR012,Tampa,A,2BR,1006.0,10.8,2025-02-08,2214.0,2249.0,1.54,0,1,0.5,Noise,negative,Thin walls make it hard to get any quiet.,1
L00391,PR012,Tampa,A,2BR,1007.0,9.8,2025-03-10,2433.0,2385.0,-1.99,2,1,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00392,PR012,Tampa,A,2BR,1214.0,4.2,2025-08-28,2650.0,2915.0,10.03,0,3,1.21,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00393,PR012,Tampa,A,1BR,782.0,16.9,2024-08-05,1623.0,1620.0,-0.17,0,2,2.87,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00394,PR012,Tampa,A,Studio,505.0,1.0,2025-12-02,1135.0,1147.0,1.07,0,1,1.72,Maintenance,negative,Maintenance team is slow to respond to requests.,1
L00395,PR012,Tampa,A,2BR,1140.0,1.0,2025-12-02,2432.0,2311.0,-4.96,1,0,0.2,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00396,PR012,Tampa,A,1BR,729.0,12.8,2024-12-08,1574.0,1636.0,3.9,0,1,1.5,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00397,PR012,Tampa,A,1BR,790.0,5.9,2025-07-08,1605.0,1642.0,2.33,0,1,1.67,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00398,PR013,Phoenix,A,1BR,767.0,31.2,2023-05-30,1750.0,1670.0,-4.54,0,5,2.01,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00399,PR013,Phoenix,A,2BR,1009.0,18.5,2024-06-19,1949.0,2072.0,6.31,2,1,1.75,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1
L00400,PR013,Phoenix,A,1BR,720.0,9.9,2025-03-05,1584.0,1696.0,7.08,2,1,0.81,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00401,PR013,Phoenix,A,3BR,1332.0,67.3,2020-05-26,2790.0,2870.0,2.9,1,1,4.02,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1
L00402,PR013,Phoenix,A,1BR,695.0,4.3,2025-08-23,1618.0,1711.0,5.77,0,0,2.81,Noise,negative,Noise from neighboring units is a constant issue.,0
L00403,PR013,Phoenix,A,Studio,526.0,25.1,2023-12-01,1101.0,1129.0,2.61,1,2,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00404,PR013,Phoenix,A,1BR,803.0,7.8,2025-05-10,1595.0,1688.0,5.83,0,2,0.39,Safety,negative,Parking area doesn't feel very secure at night.,1
L00405,PR013,Phoenix,A,2BR,1148.0,14.6,2024-10-13,2474.0,2696.0,8.96,0,3,0.2,Cleanliness,positive,Property is always clean and well-maintained.,0
L00406,PR013,Phoenix,A,1BR,778.0,18.2,2024-06-28,1589.0,1590.0,0.04,0,1,1.82,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00407,PR013,Phoenix,A,1BR,777.0,14.1,2024-10-31,1765.0,1895.0,7.37,0,2,1.75,Safety,negative,Parking area doesn't feel very secure at night.,1
L00408,PR013,Phoenix,A,3BR,1500.0,2.1,2025-10-29,3082.0,3466.0,12.46,0,3,1.74,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L00409,PR013,Phoenix,A,3BR,1407.0,8.2,2025-04-27,3036.0,3197.0,5.32,2,0,0.2,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00410,PR013,Phoenix,A,1BR,785.0,11.5,2025-01-16,1852.0,1880.0,1.48,1,1,0.54,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00411,PR013,Phoenix,A,1BR,696.0,26.5,2023-10-20,1603.0,1848.0,15.32,2,2,1.03,Maintenance,negative,Maintenance request took 1 days to get resolved.,1
L00412,PR013,Phoenix,A,2BR,1152.0,8.2,2025-04-27,2560.0,2673.0,4.44,0,2,0.2,Cleanliness,positive,Property is always clean and well-maintained.,1
L00413,PR013,Phoenix,A,3BR,1377.0,35.1,2023-01-29,2951.0,3104.0,5.16,2,1,0.3,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00414,PR013,Phoenix,A,2BR,1076.0,8.1,2025-04-29,2377.0,2502.0,5.26,0,4,2.53,Maintenance,negative,Maintenance team is slow to respond to requests.,1
L00415,PR013,Phoenix,A,2BR,1062.0,11.1,2025-01-28,2389.0,2539.0,6.24,2,0,0.2,Noise,negative,Noise from neighboring units is a constant issue.,1
L00416,PR013,Phoenix,A,1BR,729.0,22.3,2024-02-24,1482.0,1516.0,2.31,0,2,2.63,Safety,negative,"Front gate has been broken, security is a concern.",1
L00417,PR013,Phoenix,A,2BR,1148.0,12.2,2024-12-25,2606.0,2735.0,4.95,0,4,2.27,Maintenance,negative,Maintenance request took 2 days to get resolved.,0
L00418,PR013,Phoenix,A,2BR,1078.0,45.1,2022-03-31,2176.0,2366.0,8.76,2,2,0.88,Amenities,positive,Amenity spaces are a great value for the rent.,0
L00419,PR013,Phoenix,A,1BR,731.0,15.1,2024-09-29,1633.0,1668.0,2.13,1,2,0.53,Amenities,negative,Pool area feels outdated and underused.,1
L00420,PR013,Phoenix,A,Studio,500.0,10.4,2025-02-21,1008.0,1027.0,1.9,1,2,2.01,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00421,PR013,Phoenix,A,3BR,1362.0,1.0,2025-12-02,3287.0,3371.0,2.54,1,1,0.39,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00422,PR013,Phoenix,A,2BR,1061.0,7.5,2025-05-19,2396.0,2360.0,-1.49,2,1,0.44,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00423,PR013,Phoenix,A,1BR,728.0,5.0,2025-08-03,1426.0,1434.0,0.59,2,2,1.15,Cleanliness,negative,Common areas are not kept clean.,1
L00424,PR013,Phoenix,A,2BR,1005.0,19.3,2024-05-25,2171.0,2180.0,0.38,2,1,0.2,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00425,PR013,Phoenix,A,2BR,1132.0,3.3,2025-09-24,2368.0,2463.0,4.0,0,2,0.2,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00426,PR013,Phoenix,A,1BR,745.0,3.2,2025-09-26,1547.0,1674.0,8.18,0,0,0.86,Lighting,negative,Parking lot lighting is poor at night.,1
L00427,PR013,Phoenix,A,2BR,1021.0,2.9,2025-10-04,2226.0,2476.0,11.27,1,0,1.65,Amenities,negative,Gym equipment has been broken for months.,0
L00428,PR013,Phoenix,A,2BR,1065.0,1.9,2025-11-05,2173.0,2266.0,4.29,0,2,0.37,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00429,PR013,Phoenix,A,3BR,1387.0,5.2,2025-07-27,3133.0,3330.0,6.28,1,3,0.98,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00430,PR013,Phoenix,A,Studio,521.0,30.4,2023-06-23,1172.0,1234.0,5.22,0,0,0.2,Cleanliness,negative,Common areas are not kept clean.,1
L00431,PR013,Phoenix,A,Studio,525.0,20.9,2024-04-07,1158.0,1083.0,-5.0,2,3,2.11,Noise,negative,Noise from neighboring units is a constant issue.,1
L00432,PR013,Phoenix,A,1BR,752.0,18.6,2024-06-15,1622.0,1593.0,-1.74,1,2,1.4,Management Responsiveness,negative,Hard to get a response from the leasing office.,1
L00433,PR013,Phoenix,A,2BR,1011.0,22.3,2024-02-22,2270.0,2448.0,7.81,2,3,1.48,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00434,PR013,Phoenix,A,2BR,1131.0,4.4,2025-08-21,2559.0,2772.0,8.29,1,1,1.66,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00435,PR014,Phoenix,C,2BR,1152.0,11.7,2025-01-11,880.0,907.0,3.06,0,1,1.74,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00436,PR014,Phoenix,C,1BR,714.0,13.4,2024-11-21,688.0,712.0,3.48,1,2,3.18,Maintenance,negative,Maintenance team is slow to respond to requests.,0
L00437,PR014,Phoenix,C,2BR,1102.0,1.0,2025-12-02,1011.0,1040.0,2.93,0,3,2.7,Noise,negative,Thin walls make it hard to get any quiet.,0
L00438,PR014,Phoenix,C,1BR,744.0,7.2,2025-05-27,675.0,735.0,8.85,2,2,1.96,Maintenance,negative,Maintenance request took 1 days to get resolved.,0
L00439,PR014,Phoenix,C,1BR,774.0,14.7,2024-10-13,688.0,730.0,6.09,2,2,3.13,Safety,negative,"Front gate has been broken, security is a concern.",0
L00440,PR014,Phoenix,C,1BR,748.0,16.8,2024-08-10,603.0,634.0,5.1,0,0,1.88,Noise,negative,Thin walls make it hard to get any quiet.,1
L00441,PR014,Phoenix,C,2BR,1002.0,14.2,2024-10-26,856.0,836.0,-2.35,1,0,1.12,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00442,PR014,Phoenix,C,1BR,753.0,5.4,2025-07-21,696.0,711.0,2.11,0,0,2.21,Lighting,negative,Parking lot lighting is poor at night.,1
L00443,PR014,Phoenix,C,2BR,1137.0,1.4,2025-11-21,937.0,1017.0,8.49,0,3,0.82,Safety,negative,"Front gate has been broken, security is a concern.",0
L00444,PR014,Phoenix,C,1BR,749.0,7.8,2025-05-09,559.0,582.0,4.19,2,3,0.66,Cleanliness,negative,Common areas are not kept clean.,0
L00445,PR014,Phoenix,C,1BR,779.0,1.9,2025-11-04,676.0,726.0,7.3,0,2,2.43,Maintenance,negative,Maintenance request took 2 days to get resolved.,1
L00446,PR014,Phoenix,C,1BR,711.0,41.3,2022-07-26,620.0,700.0,12.83,0,0,2.51,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00447,PR014,Phoenix,C,3BR,1348.0,9.0,2025-04-02,1196.0,1306.0,9.19,0,3,0.38,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1
L00448,PR014,Phoenix,C,3BR,1308.0,5.3,2025-07-23,1201.0,1255.0,4.47,0,1,0.42,Cleanliness,positive,Property is always clean and well-maintained.,0
L00449,PR014,Phoenix,C,1BR,778.0,20.4,2024-04-23,711.0,721.0,1.45,2,1,1.21,Maintenance,positive,Quick turnaround on my maintenance request.,0
L00450,PR014,Phoenix,C,1BR,751.0,9.6,2025-03-14,671.0,612.0,-5.0,1,2,0.94,Safety,negative,Parking area doesn't feel very secure at night.,0
L00451,PR014,Phoenix,C,1BR,776.0,5.2,2025-07-28,732.0,755.0,3.16,0,3,2.13,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00452,PR014,Phoenix,C,1BR,791.0,23.4,2024-01-21,632.0,647.0,2.37,1,2,1.7,Amenities,negative,Gym equipment has been broken for months.,1
L00453,PR014,Phoenix,C,1BR,776.0,28.3,2023-08-26,703.0,745.0,5.95,1,2,2.82,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00454,PR014,Phoenix,C,3BR,1368.0,15.6,2024-09-13,1249.0,1290.0,3.23,0,3,1.97,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00455,PR014,Phoenix,C,3BR,1283.0,1.0,2025-12-02,1045.0,1070.0,2.4,2,6,1.01,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00456,PR014,Phoenix,C,1BR,750.0,11.7,2025-01-11,600.0,571.0,-4.9,0,2,0.2,Maintenance,negative,Maintenance request took 1 days to get resolved.,1
L00457,PR014,Phoenix,C,1BR,730.0,20.2,2024-04-28,614.0,609.0,-0.7,1,0,1.83,Maintenance,negative,Maintenance request took 1 days to get resolved.,1
L00458,PR014,Phoenix,C,2BR,1061.0,2.1,2025-10-31,897.0,954.0,6.38,1,3,0.2,Maintenance,negative,Maintenance request took 1 days to get resolved.,0
L00459,PR014,Phoenix,C,2BR,1060.0,3.6,2025-09-13,975.0,1097.0,12.58,2,0,1.0,Noise,negative,Thin walls make it hard to get any quiet.,0
L00460,PR014,Phoenix,C,Studio,495.0,30.0,2023-07-05,419.0,434.0,3.51,2,1,0.93,Cleanliness,positive,Property is always clean and well-maintained.,1
L00461,PR014,Phoenix,C,1BR,677.0,1.0,2025-12-02,565.0,597.0,5.64,0,0,1.15,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00462,PR014,Phoenix,C,1BR,725.0,19.6,2024-05-17,615.0,668.0,8.76,2,5,0.34,Amenities,positive,"Love the amenities, especially the fitness center.",0
L00463,PR014,Phoenix,C,1BR,757.0,9.0,2025-04-03,711.0,711.0,-0.05,1,0,0.93,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00464,PR014,Phoenix,C,1BR,699.0,8.3,2025-04-25,616.0,652.0,5.83,0,7,2.8,Maintenance,negative,Maintenance request took 2 days to get resolved.,0
L00465,PR014,Phoenix,C,Studio,520.0,1.0,2025-12-02,453.0,454.0,0.3,0,2,2.8,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00466,PR014,Phoenix,C,2BR,1183.0,24.0,2024-01-04,1034.0,1120.0,8.32,0,4,3.19,Safety,negative,"Front gate has been broken, security is a concern.",0
L00467,PR014,Phoenix,C,1BR,788.0,6.2,2025-06-26,748.0,783.0,4.76,0,4,1.66,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00468,PR014,Phoenix,C,Studio,563.0,10.9,2025-02-04,473.0,499.0,5.49,0,1,1.93,Maintenance,positive,Quick turnaround on my maintenance request.,0
L00469,PR014,Phoenix,C,1BR,765.0,15.8,2024-09-07,726.0,727.0,0.09,0,2,2.81,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00470,PR014,Phoenix,C,2BR,1143.0,17.0,2024-08-03,1019.0,1095.0,7.54,0,1,0.2,Maintenance,negative,Maintenance request took 1 days to get resolved.,1
L00471,PR014,Phoenix,C,2BR,1041.0,43.7,2022-05-13,907.0,1038.0,14.42,0,2,2.46,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1
L00472,PR014,Phoenix,C,1BR,726.0,10.6,2025-02-13,735.0,727.0,-1.04,0,0,2.96,Amenities,negative,Gym equipment has been broken for months.,1
L00473,PR014,Phoenix,C,1BR,647.0,7.1,2025-05-29,534.0,546.0,2.3,0,3,0.77,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L00474,PR014,Phoenix,C,3BR,1430.0,43.0,2022-06-04,1232.0,1295.0,5.16,0,2,3.04,Amenities,negative,Gym equipment has been broken for months.,0
L00475,PR014,Phoenix,C,1BR,808.0,14.4,2024-10-21,658.0,710.0,7.93,0,2,3.71,Cleanliness,positive,Property is always clean and well-maintained.,1
L00476,PR014,Phoenix,C,1BR,729.0,5.0,2025-08-04,678.0,687.0,1.2,0,3,2.43,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
